漢字,解説・構成
哦,口（くちへん）に我
𡑮,土（つちへん）に塞
凞,冫（にすい）に熈
楿,木（きへん）に香
讖,ごんべんに韱
蓋,くさかんむりに盍
疹,やまいだれに㐱
蹭,足（あしへん）に曾
錥,金（かねへん）に育
磆,石（いしへん）に骨
𡿺,巛（まがりかわ）に囟
烋,れっか・れんがに休
擌,扌（てへん）に筴
巫,工（こう・え・たくみ）に从
巫,工（こう・え・たくみ）に人に人
閔,門（もんがまえ・かどがまえ）に文
畹,田（たへん）に宛
套,大（だいかんむり・だいがしら）に镸
僉,亼に吅に从
撈,てへんに勞
淼,水（みず）に沝
淼,水（みず）に水に水
筲,竹（たけかんむり）に
賃,貝（かい・こがい）に任
翟,隹（ふるとり）に羽
貢,貝（かい・こがい）に工
貢,「ク」「みつぐ」は高校で習う読み方です。
裏,衣（ころも）に里
裏,「リ」は中学校で習う読み方です。
掵,てへんに命
怪,りっしんべんに圣
灼,火（ひへん）に勺
褷,衤（ころもへん）に徙
馽,馬（うま）に中
䰠,鬼（きにょう）に申
燵,火（ひへん）に逹
畯,田（たへん）に夋
憚,りっしんべんに單
鶹,鳥（とり）に卯に田
緤,糸（いとへん）に枼
緤,糸（いとへん）に世に木
産,产に生
産,「うぶ」は高校で習う読み方です。
阨,こざとへんに厄
疳,疒（やまいだれ）に甘
橿,木（きへん）に畺
鼐,鼎（かなえ）に乃
装,衣（ころも）に壮
装,「ショウ」は中学校で習う読み方、「よそおう」は高校で習う読み方です。
馴,馬（うまへん）に川
窯,あなかんむりに羔
窯,「ヨウ」は高校で習う読み方です。
緘,糸（いとへん）に咸
讎,言（げん・ことば）に雔
讎,言（げん・ことば）に隹に隹
𡋽,土（つちへん）に赤
坯,土（つちへん）に丕
坯,土（つちへん）に不に一
憥,心（こころ）に勞
潡,氵（さんずい）に敦
潡,氵（さんずい）に享に攵
榭,木（きへん）に射
榭,木（きへん）に身に寸
韘,韋（なめしがわに枼
韘,韋（なめしがわに世に木
鞞,革（かわへん）に卑
鰘,魚（うおへん）に室
抦,扌（てへん）に丙
寉,宀（うかんむり）に隹
峒,山（やまへん）に同
鸞,鳥（とり）に䜌
鏞,金（かねへん）に庸
磋,石（いしへん）に差
数,「ス」は高校で習う読み方です。
𤺋,やまいだれに軫
𤺋,やまいだれに車に㐱
麟,鹿（しか・しかへん）に粦
椄,木（きへん）に妾
椄,木（きへん）に立に女
捐,てへんに肙
籤,竹（たけかんむり）に韱
瀊,氵（さんずい）に盤
瀊,氵（さんずい）に般に皿
奟,大（だいかんむり・だいがしら）に朋
倔,にんべんに屈
𪆐,鳥（とり・とりへん）に集
𪆐,鳥（とり・とりへん）に隹に木
畷,田（たへん）に叕
助,力（ちから）に且
助,「すけ」は中学校で習う読み方です。
檬,木（きへん）に蒙
蜊,虫（むしへん）に利
𠀋,丈に丶
變,䜌に夂
變,糸に言に糸に夂
厳,つ・つかんむりに𠪚
厳,「おごそか」は中学校で習う読み方、「ゴン」は高校で習う読み方です。
罪,あみめ・あみがしら・よんがしらに非
鱗,魚（うおへん・さかなへん）に粦
傪,亻（にんべん）に參
醳,酉（とりへん）に睪
朋,月（つきへん）に月
濘,さんずいに寧
迨,しんにょう・しんにゅうに台
迨,しんにょう・しんにゅうに厶に口
樔,木（きへん）に巢
傲,にんべんに敖
贉,貝（かいへん）に覃
贉,貝（かいへん）に襾に早
迆,しんにょう・しんにゅうに也
轊,車（くるまへん）に彗
濬,さんずいに睿
范,くさかんむりに氾
譯,言（ごんべん）に睪
軔,車（くるまへん）に
邾,おおざとに朱
庵,广（まだれ）に奄
冶,にすいに台
冶,にすいに厶に口
麗,鹿（しか・しかへん）に丽
麗,「うるわしい」は高校で習う読み方です。
區,かくしがまえに品
膅,月（にくづき）に唐
恋,心（こころ）に亦
勍,力（ちから）に京
鍇,金（かねへん）に皆
鍇,金（かねへん）に比に白
痔,やまいだれに寺
蔑,くさかんむりに罒に戌
毱,毛（け）に匊
𣠤,木（きへん）に観
貤,貝（かいへん）に也
仡,亻（にんべん）に乞
炯,火（ひへん）に冋
泆,氵（さんずい）に失
暐,日（ひへん・にちへん）に韋
戚,戉に尗
泛,さんずいに乏
嫜,女（おんなへん）に章
嫜,女（おんなへん）に立に早
駱,馬（うまへん）に各
朕,つきへんに关
侅,亻（にんべん）に亥
尾,しかばね・かばね・しかばねかんむり・かばねだれに毛
酆,おおざとに豐
麩,麥（むぎへん・ばくにょう）に夫
琵,王（おう）に王に比
取,又（また）に耳
鸚,鳥（とり）に嬰
鸚,鳥（とり）に賏に女
踠,足（あしへん）に宛
蹔,足（あし）に斬
蹔,足（あし）に車に斤
状,犬（いぬ）に丬
𡸴,山（やまへん）に㑒
彅,弓（ゆみへん）に剪
悚,りっしんべんに束
躰,身（み・みへん）に本
潨,氵（さんずい）に衆
潨,氵（さんずい）に血に乑
咥,口（くちへん）に至
慄,りっしんべんに栗
皁,白（しろ）に十
潽,氵（さんずい）に普
潽,氵（さんずい）に並に日
胅,月（にくづき）に失
屎,尸（しかばね・かばね・しかばねかんむり・かばねだれ）に米
戝,貝（かいへん）に戈
謔,ごんべんに虐
芨,艹（くさかんむり）に
蕞,艹（くさかんむり）に最
潚,氵（さんずい）に肅
瘈,疒（やまいだれ）に契
僩,亻（にんべん）に閒
荻,くさかんむりに狄
等,たけかんむりに寺
璉,王（たまへん・おうへん）に
干,「ひる」は中学校で習う読み方です。
流,さんずいに㐬
流,「ル」は高校で習う読み方です。
舷,ふねへんに玄
炤,火（ひへん）に召
炤,火（ひへん）に刀に口
敷,「フ」は高校で習う読み方です。
遺,しんにょう・しんにゅうに貴
遺,「ユイ」は中学校で習う読み方です。
橎,木（きへん）に番
奪,だいかんむり・だいがしらに隹に寸
奪,奞に寸
涌,さんずいに甬
行,「アン」は高校で習う読み方です。
踌,足（あしへん）に寿
䝤,豸（むじな・むじなへん）に尞
濆,さんずいに賁
虐,「しいたげる」は高校で習う読み方です。
藿,艹（くさかんむり）に霍
藿,艹（くさかんむり）に雨に隹
酪,酉（とりへん）に各
𠬝,又（また）に卩
付,にんべんに寸
稊,禾（のぎへん）に弟
僊,にんべんに䙴
測,さんずいに則
昇,日（ひ・にち）に升
徑,ぎょうにんべんに巠
硃,石（いしへん）に朱
䢵,おおざとに云
寨,木（き）に𡨄
慇,心（こころ）に殷
酙,酉（とりへん）に斗
櫽,木（きへん）に隱
鐖,金（かねへん）に幾
舂,臼（うす）に𡗗
構,木（きへん）に冓
構,木（きへん）に𠀎に冉
潯,氵（さんずい）に
閌,門（もんがまえ・かどがまえ）に亢
啅,口（くちへん）に卓
戯,戈（ほこ・ほこづくり・ほこがまえ）に虚
戯,「たわむれる」は高校で習う読み方です。
吋,口（くちへん）に寸
籭,竹（たけかんむり）に麗
叵,口（くち）に匚
奼,女（おんなへん）に乇
迚,しんにょう・しんにゅうに中
㒒,にんべんに業
異,田（た）に共
籬,竹（たけかんむり）に離
籬,竹（たけかんむり）に离に隹
𦁠,糸（いとへん）に明
𦁠,糸（いとへん）に日に月
蠐,虫（むしへん）に齊
暙,日（ひへん・にちへん）に春
蒐,くさかんむりに鬼
鶇,鳥（とり）に東
秫,禾（のぎへん）に朮
派,さんずいに𠂢
鱫,魚（うおへん）に愛
万,「バン」は中学校で習う読み方です。
推,てへんに隹
推,「おす」は中学校で習う読み方です。
悵,りっしんべんに長
𧮳,谷（たに・たにへん）に甘
祲,しめすへんに𠬶
啞,口（くちへん）に亞
笧,竹（たけかんむり）に冊
擿,扌（てへん）に
賕,貝（かいへん）に求
朔,月（つき）に屰
畫,※畫の成り立ちには諸説あり、【象形】の説、【形声】の説などもあります。
剽,りっとうに票
坅,土（つちへん）に今
摺,扌（てへん）に
蝤,虫（むしへん）に酋
讋,言（げん・ことば）に龍
殞,歹（かばねへん・いちたへん・がつへん）に員
觝,角（つのへん）に氐
鋳,かねへんに寿
框,木（きへん）に匡
輌,車（くるまへん）に両
注,さんずいに主
蝎,虫（むしへん）に曷
煜,火（ひへん）に昱
煜,火（ひへん）に日に立
葈,艹（くさかんむり）に枲
葈,艹（くさかんむり）に台に木
疏,疋（ひきへん）に㐬
羈,あみめ・あみがしら・よんがしらに䩻
羈,あみめ・あみがしら・よんがしらに革に馬
牘,片（かたへん）に𧶠
権,きへんに雚
権,「ゴン」は高校で習う読み方です。
祆,しめすへんに天
𨂊,足（あしへん）に周
殭,歹（かばねへん・いちたへん・がつへん）に畺
鳩,鳥（とり・とりへん）に九
溥,さんずいに尃
式,弋（よく・しきがまえ）に工
志,心（こころ）に士
褝,ころもへんに単
瀛,さんずいに嬴
疿,疒（やまいだれ）に弗
釃,酉（とりへん）に麗
詁,ごんべんに古
控,てへんに空
控,「コウ」は高校で習う読み方です。
痺,疒（やまいだれ）に卑
鴕,鳥（とり・とりへん）に它
琢,王（おうへん・たまへん）に豕
旱,日（ひ・にち）に干
佳,にんべんに圭
穫,禾（のぎへん）に蒦
捜,てへんに申に又
綈,糸（いとへん）に弟
章,立（たつ）に早
樶,木（きへん）に最
饠,食（しょく）に羅
禔,しめすへんに是
禔,しめすへんに日に＜𤴓
海,さんずいに毎
海,「海」は書き順を間違えやすい漢字の一つです。→「海」の書き順（筆順）
銅,かねへんに同
破,いしへんに皮
峩,山（やま・やまかんむり）に我
袪,衤（ころもへん）に去
蛮,虫（むし）に亦
樵,木（きへん）に焦
褓,ころもへんに保
褓,ころもへんに亻に呆
壌,つちへん・どへんに㐮
矬,矢（やへん）に坐
樟,木（きへん）に章
斜,斗（とます・と）に余
愴,りっしんべんに倉
榎,木（きへん）に夏
猾,けものへんに骨
梻,木（きへん）に佛。仏前に供えられる木の意を表します。
膰,月（にくづき）に番
乖,千に北
舁,臼（うす）に廾
膚,𧆨に月
膚,虍に胃
兌,儿（ひとあし・にんにょう）に㕣
兌,八に兄
錍,金（かねへん）に卑
驄,馬（うまへん）に悤
驄,馬（うまへん）に囱に心
傷,「いたむ」「いためる」は中学校で習う読み方です。
蟦,虫（むしへん）に賁
藟,艹（くさかんむり）に畾
杦,木（きへん）に久
樣,きへんに羕
幞,巾（はばへん・きんべん）に菐
鷖,鳥（とり）に殹
鷖,鳥（とり）に医に殳
奉,「たてまつる」は高校で習う読み方です。
岈,山（やまへん）に
棰,木（きへん）に垂
敺,攴（とまた・ぼくにょう・ぼくづくり）に區
烈,れっか・れんがに列
嶴,山（やま）に奥
纘,糸（いとへん）に贊
噸,口（くちへん）に頓
噸,口（くちへん）に屯に頁
挨,てへんに矣
𣏒,木（きへん）に丸
獨,けものへんに蜀
岩,山（やま・やまかんむり）に石
鼇,黽（べん・べんあし・かえる）に敖
妣,女（おんなへん）に比
癃,疒（やまいだれ）に隆
零,雨（あめかんむり）に令
曄,日（ひへん・にちへん）に華
組,糸（いとへん）に且
普,日（ひ・にち）に並
凖,にすいに隼
箱,たけかんむりに相
綺,糸（いとへん）に奇
籟,竹（たけかんむり）に賴
蹰,足（あしへん）に厨
倁,亻（にんべん）に知
倁,亻（にんべん）に矢に口
梳,木（きへん）に㐬
𥁊,皿（さら）に友
罏,缶（ほとぎ・ほとぎへん・みずがめ）に盧
鱇,魚（うおへん・さかなへん）に康
鮖,魚（うおへん・さかなへん）に石
摧,てへんに崔
絃,糸（いとへん）に玄
浛,氵（さんずい）に含
浛,氵（さんずい）に今に口
稑,禾（のぎへん）に坴
曺,曰（ひらび・いわく）に𤰔
曺,𤰔に日
彿,彳（ぎょうにんべん）に弗
繳,糸（いとへん）に敫
盂,皿（さら）に于
澟,さんずいに稟
碑,いしへんに卑
礜,石（いし）に與
䅣,禾（のぎへん）に皇
䅣,禾（のぎへん）に白に王
怍,忄（りっしんべん）に乍
眗,目（めへん）に句
枸,木（きへん）に句
𤎼,火（ひ）に就
瑯,王（おうへん・たまへん）に郞
鴎,鳥（とり）に区
咍,口（くちへん）に台
