漢字,音訓,読み方,表内読み
伏,訓,したが,う,表外読み
伏,音,フク,,表内読み
伏,音,ブク,,表外読み
纓,訓,ひも,,表内読み
纓,訓,むながい,,表内読み
纓,訓,まと,う,表内読み
纓,音,エイ,,表内読み
纓,音,ヨウ,,表内読み
旂,訓,はた,,表内読み
旂,音,キ,,表内読み
鞜,訓,くつ,,表内読み
鞜,訓,かわぐつ,,表内読み
鞜,音,トウ,,表内読み
嘆,訓,なげ,く,表内読み
嘆,訓,なげ,かわしい,表内読み
嘆,音,タン,,表内読み
培,訓,つちか,う,表内読み
培,訓,おか,,表外読み
培,音,バイ,,表内読み
培,音,ハイ,,表外読み
培,音,ホウ,,表外読み
娵,訓,よめ,,表内読み
娵,訓,たおやめ,,表内読み
娵,音,シュ,,表内読み
娵,音,ソウ,,表内読み
遲,訓,おく,れる,表内読み
遲,訓,おく,らす,表内読み
遲,訓,おそ,い,表内読み
遲,音,チ,,表内読み
露,訓,つゆ,,表内読み
露,訓,あらわ,す,表外読み
露,訓,あらわ,れる,表外読み
露,訓,あらわ,,表外読み
露,音,ロ,,表内読み
露,音,ロウ,,表内読み
麞,音,ショウ,,表内読み
厘,音,リン,,表内読み
厘,音,リ,,表外読み
厘,音,テン,,表外読み
螧,訓,えび,,表内読み
螧,訓,ひれ,,表内読み
辴,音,チン,,表内読み
辴,音,チ,,表内読み
均,訓,ひと,しい,表外読み
均,訓,なら,す,表外読み
均,訓,ととの,える,表外読み
均,音,キン,,表内読み
倣,訓,なら,う,表内読み
倣,音,ホウ,,表内読み
衫,訓,ころも,,表内読み
衫,訓,ひとえ,,表内読み
衫,訓,はだぎ,,表内読み
衫,音,サン,,表内読み
滔,訓,はびこ,る,表内読み
滔,訓,うご,く,表内読み
滔,訓,あつ,まる,表内読み
滔,音,トウ,,表内読み
簁,訓,ふるい,,表内読み
簁,訓,ふる,う,表内読み
簁,音,シ,,表内読み
侚,訓,とな,える,表内読み
侚,音,シュン,,表内読み
侚,音,ジュン,,表内読み
社,訓,やしろ,,表内読み
社,音,シャ,,表内読み
社,音,ジャ,,表外読み
嫣,音,エン,,表内読み
豐,訓,ゆた,か,表内読み
豐,訓,とよ,,表内読み
豐,音,ホウ,,表内読み
杏,訓,あんず,,表内読み
杏,音,キョウ,,表内読み
杏,音,アン,,表内読み
穟,訓,ほ,,表内読み
穟,音,スイ,,表内読み
穟,音,ズイ,,表内読み
裴,訓,たちもとお,る,表内読み
裴,音,ハイ,,表内読み
煤,訓,すす,,表内読み
煤,訓,すす,ける,表内読み
煤,音,バイ,,表内読み
竸,訓,きそ,う,表内読み
竸,訓,せ,る,表内読み
竸,訓,きお,う,表内読み
竸,訓,くら,べる,表内読み
竸,音,キョウ,,表内読み
竸,音,ケイ,,表内読み
燔,訓,や,く,表内読み
燔,訓,あぶ,る,表内読み
燔,訓,ひもろぎ,,表内読み
燔,音,ハン,,表内読み
燔,音,ボン,,表内読み
髎,音,リョウ,,表内読み
返,訓,かえ,す,表内読み
返,訓,かえ,る,表内読み
返,音,ヘン,,表内読み
返,音,ハン,,表外読み
返,音,ホン,,表外読み
菲,訓,うす,い,表内読み
菲,訓,かんば,しい,表内読み
菲,音,ヒ,,表内読み
玅,訓,たえ,,表内読み
玅,訓,わか,い,表内読み
玅,音,ミョウ,,表内読み
玅,音,ビョウ,,表内読み
隹,訓,とり,,表内読み
隹,音,スイ,,表内読み
髮,訓,かみ,,表内読み
髮,音,ハツ,,表内読み
釐,訓,おさ,める,表内読み
釐,音,リ,,表内読み
彑,音,ケイ,,表内読み
犒,訓,ねぎら,う,表内読み
犒,訓,ねぎら,い,表内読み
犒,音,コウ,,表内読み
莞,訓,い,,表内読み
莞,訓,むしろ,,表内読み
莞,音,カン,,表内読み
韋,訓,なめしがわ,,表内読み
韋,訓,そむ,く,表内読み
韋,音,イ,,表内読み
呟,訓,つぶや,く,表内読み
呟,音,ゲン,,表内読み
頓,訓,ぬかず,く,表外読み
頓,訓,とど,まる,表外読み
頓,訓,とみ,に,表外読み
頓,訓,つまず,く,表外読み
頓,訓,ひたぶる,,表外読み
頓,音,トン,,表内読み
屩,訓,くつ,,表内読み
屩,音,キャク,,表内読み
屩,音,カク,,表内読み
珺,音,クン,,表内読み
悳,音,トク,,表内読み
蹟,訓,あと,,表内読み
蹟,音,セキ,,表内読み
蹟,音,シャク,,表内読み
瓲,訓,トン,,表内読み
堰,訓,せき,,表内読み
堰,訓,いせき,,表内読み
堰,訓,せ,く,表内読み
堰,音,エン,,表内読み
塔,音,トウ,,表内読み
鉈,訓,ほこ,,表内読み
鉈,訓,なた,,表内読み
鉈,音,シ,,表内読み
鉈,音,シャ,,表内読み
鉈,音,タ,,表内読み
楲,音,イ,,表内読み
梵,音,ボン,,表内読み
哉,訓,かな,,表内読み
哉,訓,や,,表内読み
哉,訓,か,,表内読み
哉,音,サイ,,表内読み
蕑,音,カン,,表内読み
蕑,音,ケン,,表内読み
㮍,音,サン,,表内読み
㮍,音,セン,,表内読み
堪,訓,た,える,表内読み
堪,訓,こら,える,表外読み
堪,訓,こた,える,表外読み
堪,訓,たま,る,表外読み
堪,音,カン,,表内読み
堪,音,タン,,表外読み
駈,訓,か,ける,表内読み
駈,訓,か,る,表内読み
駈,訓,お,う,表内読み
駈,音,ク,,表内読み
桗,音,タ,,表内読み
呢,音,ジ,,表内読み
呢,音,ニ,,表内読み
裵,訓,たちもとお,る,表内読み
裵,音,ハイ,,表内読み
篆,音,テン,,表内読み
液,訓,しる,,表外読み
液,訓,わき,,表外読み
液,音,エキ,,表内読み
忸,訓,は,じる,表内読み
忸,訓,な,れる,表内読み
忸,音,ジク,,表内読み
忸,音,ジュウ,,表内読み
憖,訓,なまじい,に,表内読み
憖,訓,し,いて,表内読み
憖,訓,なまじ,,表内読み
憖,音,ギン,,表内読み
疚,訓,や,む,表内読み
疚,訓,なや,む,表内読み
疚,訓,やま,しい,表内読み
疚,音,キュウ,,表内読み
艗,音,ゲキ,,表内読み
艗,音,キャク,,表内読み
𣘸,訓,べんと,,表内読み
𣘸,訓,べんど,,表内読み
𣘸,訓,べんどう,,表内読み
冤,訓,ぬれぎぬ,,表内読み
冤,訓,あだ,,表内読み
冤,音,エン,,表内読み
隧,訓,みち,,表内読み
隧,音,スイ,,表内読み
隧,音,ズイ,,表内読み
暮,訓,く,れる,表内読み
暮,訓,く,らす,表内読み
暮,訓,く,れ,表外読み
暮,音,ボ,,表内読み
柎,訓,うてな,,表内読み
柎,訓,いかだ,,表内読み
柎,訓,つ,ける,表内読み
柎,音,フ,,表内読み
頡,音,キツ,,表内読み
頡,音,ケツ,,表内読み
頡,音,カツ,,表内読み
砦,訓,とりで,,表内読み
砦,音,サイ,,表内読み
趁,訓,お,う,表内読み
趁,訓,おもむ,く,表内読み
趁,訓,ゆきなや,む,表内読み
趁,音,チン,,表内読み
莪,訓,つのよもぎ,,表内読み
莪,音,ガ,,表内読み
痤,音,サ,,表内読み
痤,音,ザ,,表内読み
𣙇,訓,つぐ,,表内読み
𣙇,音,シュウ,,表内読み
吊,訓,つる,す,表内読み
吊,訓,つ,る,表内読み
吊,音,チョウ,,表内読み
彲,訓,みずち,,表内読み
彲,音,チ,,表内読み
昂,訓,あ,がる,表内読み
昂,訓,たか,ぶる,表内読み
昂,訓,たか,い,表内読み
昂,音,コウ,,表内読み
𥝱,音,シ,,表内読み
墩,音,トン,,表内読み
飥,音,タク,,表内読み
轘,音,カン,,表内読み
侖,訓,おも,う,表内読み
侖,音,ロン,,表内読み
侖,音,リン,,表内読み
摝,音,ロク,,表内読み
榘,訓,さしがね,,表内読み
榘,訓,のり,,表内読み
榘,音,ク,,表内読み
粿,音,カ,,表内読み
艆,音,ロウ,,表内読み
斛,訓,ます,,表内読み
斛,音,コク,,表内読み
犁,訓,すき,,表内読み
犁,訓,す,く,表内読み
犁,訓,まだらうし,,表内読み
犁,訓,くろ,い,表内読み
犁,訓,しみ,,表内読み
犁,音,リ,,表内読み
犁,音,レイ,,表内読み
崦,音,エン,,表内読み
篔,音,ウン,,表内読み
粛,訓,つつし,む,表外読み
粛,音,シュク,,表内読み
琺,音,ホウ,,表内読み
蛑,音,ボウ,,表内読み
蛑,音,ム,,表内読み
滷,訓,しおから,い,表内読み
滷,訓,にがり,,表内読み
滷,音,ロ,,表内読み
如,訓,ごと,し,表外読み
如,訓,ゆ,く,表外読み
如,訓,し,く,表外読み
如,訓,も,し,表外読み
如,音,ジョ,,表内読み
如,音,ニョ,,表内読み
錨,訓,いかり,,表内読み
錨,音,ビョウ,,表内読み
村,訓,むら,,表内読み
村,音,ソン,,表内読み
麕,訓,のろ,,表内読み
麕,訓,くじか,,表内読み
麕,訓,むら,がる,表内読み
麕,音,キン,,表内読み
麕,音,クン,,表内読み
曼,訓,ひ,く,表内読み
曼,訓,なが,い,表内読み
曼,訓,ひろ,い,表内読み
曼,訓,うつく,しい,表内読み
曼,音,マン,,表内読み
曼,音,バン,,表内読み
轗,音,カン,,表内読み
鰐,訓,わに,,表内読み
鰐,音,ガク,,表内読み
郃,音,コウ,,表内読み
郃,音,ゴウ,,表内読み
顖,音,シン,,表内読み
嘎,音,カツ,,表内読み
兢,訓,つつし,む,表内読み
兢,訓,おそ,れる,表内読み
兢,音,キョウ,,表内読み
躊,訓,ためら,う,表内読み
躊,訓,たちもとお,る,表内読み
躊,音,チュウ,,表内読み
鯘,訓,あざ,れる,表内読み
鯘,音,ダイ,,表内読み
砭,訓,いしばり,,表内読み
砭,音,ヘン,,表内読み
䡄,訓,わだち,,表内読み
䡄,音,キ,,表内読み
汽,訓,ゆげ,,表外読み
汽,音,キ,,表内読み
沖,訓,おき,,表内読み
沖,訓,と,ぶ,表外読み
沖,訓,むな,しい,表外読み
沖,音,チュウ,,表内読み
芺,音,オウ,,表内読み
芺,音,ヨウ,,表内読み
刹,音,サツ,,表内読み
刹,音,セツ,,表内読み
郊,訓,まつ,る,表外読み
郊,音,コウ,,表内読み
枳,訓,からたち,,表内読み
枳,音,キ,,表内読み
枳,音,シ,,表内読み
髩,音,ビン,,表内読み
髩,音,ヒン,,表内読み
絡,訓,から,む,表内読み
絡,訓,から,まる,表内読み
絡,訓,から,める,表内読み
絡,訓,まと,う,表外読み
絡,訓,から,げる,表外読み
絡,訓,つな,ぐ,表外読み
絡,音,ラク,,表内読み
颱,訓,たいふう,,表内読み
颱,音,タイ,,表内読み
栗,訓,くり,,表内読み
栗,訓,きび,しい,表内読み
栗,訓,おのの,く,表内読み
栗,音,リツ,,表内読み
栗,音,リ,,表内読み
昶,訓,の,びる,表内読み
昶,音,チョウ,,表内読み
藏,訓,くら,,表内読み
藏,訓,かく,す,表内読み
藏,訓,かく,れる,表内読み
藏,訓,おさ,める,表内読み
藏,音,ゾウ,,表内読み
藏,音,ソウ,,表内読み
偽,訓,いつわ,る,表内読み
偽,訓,にせ,,表内読み
偽,音,ギ,,表内読み
狡,訓,ずる,い,表内読み
狡,訓,こす,い,表内読み
狡,訓,わるがしこ,い,表内読み
狡,訓,くる,う,表内読み
狡,音,コウ,,表内読み
逡,訓,しりぞ,く,表内読み
逡,訓,しさ,る,表内読み
逡,訓,ためら,う,表内読み
逡,音,シュン,,表内読み
怗,音,チョウ,,表内読み
怗,音,セン,,表内読み
篏,訓,は,める,表内読み
篏,音,カン,,表内読み
篏,音,ケン,,表内読み
玨,音,カク,,表内読み
乕,訓,とら,,表内読み
乕,音,コ,,表内読み
膸,音,ズイ,,表内読み
霣,訓,お,ちる,表内読み
霣,音,イン,,表内読み
坏,訓,おか,,表内読み
坏,訓,つき,,表内読み
坏,音,ハイ,,表内読み
砉,音,ケキ,,表内読み
砉,音,カク,,表内読み
壼,訓,しきみ,,表内読み
壼,音,コン,,表内読み
樛,訓,ま,がる,表内読み
樛,訓,まつ,わる,表内読み
樛,訓,めぐ,る,表内読み
樛,訓,つが,,表内読み
樛,訓,とが,,表内読み
樛,音,キュウ,,表内読み
㭭,音,ハツ,,表内読み
㭭,音,ヘツ,,表内読み
璁,音,ソウ,,表内読み
任,訓,まか,せる,表内読み
任,訓,まか,す,表内読み
任,音,ニン,,表内読み
任,音,ジン,,表外読み
怛,訓,いた,む,表内読み
怛,訓,おどろ,く,表内読み
怛,音,ダツ,,表内読み
怛,音,タツ,,表内読み
䍃,音,ユウ,,表内読み
持,訓,も,つ,表内読み
持,音,ジ,,表内読み
持,音,チ,,表外読み
秒,訓,のぎ,,表外読み
秒,音,ビョウ,,表内読み
丮,音,ケキ,,表内読み
儺,訓,おにやらい,,表内読み
儺,音,ナ,,表内読み
儺,音,ダ,,表内読み
閆,音,エン,,表内読み
扇,訓,おうぎ,,表内読み
扇,訓,あお,ぐ,表外読み
扇,音,セン,,表内読み
祿,訓,さいわ,い,表内読み
祿,訓,ふち,,表内読み
祿,音,ロク,,表内読み
煞,音,サツ,,表内読み
煞,音,セツ,,表内読み
煞,音,サイ,,表内読み
倖,訓,さいわ,い,表内読み
倖,訓,へつら,う,表内読み
倖,音,コウ,,表内読み
集,訓,あつ,まる,表内読み
集,訓,あつ,める,表内読み
集,訓,つど,う,表内読み
集,訓,すだ,く,表外読み
集,訓,たか,る,表外読み
集,音,シュウ,,表内読み
惧,訓,おそ,れる,表外読み
惧,音,グ,,表内読み
惧,音,ク,,表外読み
劑,訓,ま,ぜる,表内読み
劑,音,ザイ,,表内読み
劑,音,セイ,,表内読み
馹,音,ジツ,,表内読み
麹,訓,こうじ,,表内読み
麹,訓,さけ,,表内読み
麹,音,キク,,表内読み
鈞,訓,ろくろ,,表内読み
鈞,訓,はか,る,表内読み
鈞,訓,ひと,しい,表内読み
鈞,音,キン,,表内読み
閟,訓,と,じる,表内読み
閟,音,ヒ,,表内読み
崩,訓,くず,れる,表内読み
崩,訓,くず,す,表内読み
崩,音,ホウ,,表内読み
辟,訓,つみ,,表内読み
辟,訓,きみ,,表内読み
辟,訓,め,す,表内読み
辟,訓,かたよ,る,表内読み
辟,訓,よこしま,,表内読み
辟,訓,ひら,く,表内読み
辟,音,ヘキ,,表内読み
辟,音,ヒ,,表内読み
蓧,訓,あじか,,表内読み
蓧,音,チョウ,,表内読み
蓧,音,ジョウ,,表内読み
靺,音,マツ,,表内読み
靺,音,バツ,,表内読み
伋,音,キュウ,,表内読み
湣,音,コン,,表内読み
湣,音,ビン,,表内読み
房,訓,ふさ,,表内読み
房,訓,へや,,表外読み
房,訓,いえ,,表外読み
房,音,ボウ,,表内読み
房,音,ホウ,,表外読み
韓,訓,から,,表外読み
韓,音,カン,,表内読み
冑,訓,かぶと,,表内読み
冑,訓,よろい,,表内読み
冑,音,チュウ,,表内読み
騒,訓,さわ,ぐ,表内読み
騒,訓,さわ,がしい,表外読み
騒,訓,うれ,い,表外読み
騒,訓,ざわ,つく,表外読み
騒,訓,ぞめ,く,表外読み
騒,音,ソウ,,表内読み
轌,訓,そり,,表内読み
咿,音,イ,,表内読み
建,訓,た,てる,表内読み
建,訓,た,つ,表内読み
建,訓,くつがえ,す,表外読み
建,音,ケン,,表内読み
建,音,コン,,表内読み
窿,訓,ゆみがた,,表内読み
窿,音,リュウ,,表内読み
炎,訓,ほのお,,表内読み
炎,訓,も,える,表外読み
炎,音,エン,,表内読み
哥,訓,うた,,表内読み
哥,訓,うた,う,表内読み
哥,音,カ,,表内読み
幻,訓,まぼろし,,表内読み
幻,訓,まど,わす,表外読み
幻,音,ゲン,,表内読み
效,訓,き,く,表内読み
效,訓,なら,う,表内読み
效,訓,いた,す,表内読み
效,訓,かい,,表内読み
效,音,コウ,,表内読み
碼,訓,ヤード,,表内読み
碼,音,メ,,表内読み
碼,音,バ,,表内読み
碼,音,マ,,表内読み
柰,訓,いか,ん,表内読み
柰,訓,いかん,ぞ,表内読み
柰,訓,なん,ぞ,表内読み
柰,音,ナ,,表内読み
柰,音,ダイ,,表内読み
柰,音,ナイ,,表内読み
鍜,音,カ,,表内読み
𧚓,訓,かみこ,,表内読み
選,訓,えら,ぶ,表内読み
選,訓,え,る,表外読み
選,訓,よ,る,表外読み
選,訓,すぐ,る,表外読み
選,音,セン,,表内読み
凱,訓,かちどき,,表内読み
凱,訓,やわ,らぐ,表内読み
凱,音,ガイ,,表内読み
凱,音,カイ,,表内読み
秞,音,ユウ,,表内読み
堅,訓,かた,い,表内読み
堅,音,ケン,,表内読み
芡,音,ケン,,表内読み
虧,訓,か,ける,表内読み
虧,訓,か,く,表内読み
虧,音,キ,,表内読み
戮,訓,ころ,す,表内読み
戮,訓,あわ,せる,表内読み
戮,訓,はずかし,める,表内読み
戮,音,リク,,表内読み
揺,訓,ゆ,れる,表内読み
揺,訓,ゆ,る,表内読み
揺,訓,ゆ,らぐ,表内読み
揺,訓,ゆ,るぐ,表内読み
揺,訓,ゆ,する,表内読み
揺,訓,ゆ,さぶる,表内読み
揺,訓,ゆ,すぶる,表内読み
揺,音,ヨウ,,表内読み
驒,音,タン,,表内読み
驒,音,タ,,表内読み
驒,音,ダ,,表内読み
淑,訓,よ,い,表外読み
淑,訓,しと,やか,表外読み
淑,音,シュク,,表内読み
咦,音,イ,,表内読み
邐,音,リ,,表内読み
颻,音,ヨウ,,表内読み
造,訓,つく,る,表内読み
造,訓,いた,る,表外読み
造,訓,な,る,表外読み
造,訓,はじ,める,表外読み
造,訓,みやつこ,,表外読み
造,音,ゾウ,,表内読み
造,音,ソウ,,表外読み
笙,訓,ふえ,,表内読み
