漢字,解説・構成
経,「キョウ」は中学校で習う読み方です。
繋,糸（いと）に軗
罫,あみめ・あみがしら・よんがしらに卦
茎,くさかんむりに圣
荊,くさかんむりに刑
計,言（ごんべん）に十
詣,言（ごんべん）に旨
詣,「ケイ」は高校で習う読み方です。
詣,2010年11月30日に常用漢字に追加されました。
警,言（げん・ことば）に敬
軽,くるまへんに圣
軽,「かろやか」は中学校で習う読み方です。
頚,頁（おおがい・いちのかい）に圣
頚,頁（おおがい・いちのかい）に又に土
芸,くさかんむりに云
迎,しんにょう・しんにゅうに卬
鯨,うおへん・さかなへんに京
劇,りっとうに豦
劇,「劇」は書き順を間違えやすい漢字の一つです。→「劇」の書き順（筆順）
戟,戈（ほこ・ほこづくり・ほこがまえ）に𠦝
撃,手（て）に軗
激,さんずいに敫
激,1989年に教育漢字に追加されました。（中学校で習う漢字→六年生で習う漢字）
隙,こざとへんに𡭴
隙,「ゲキ」は高校で習う読み方です。
隙,2010年11月30日に常用漢字に追加されました。
桁,きへんに行
桁,2010年11月30日に常用漢字に追加されました。
傑,にんべんに桀
傑,※当サイトでは総画数を13画としていますが、ブラウザなど環境によって表示が異なる可能性があり「㐄」を3画とした場合、総画数は12画となります。
決,さんずいに夬
潔,さんずいに絜
潔,「いさぎよい」は高校で習う読み方です。
穴,宀に八
穴,「ケツ」は中学校で習う読み方です。
結,糸（いとへん）に吉
結,「ゆう」「ゆわえる」は中学校で習う読み方です。
訣,言（ごんべん）に夬
件,にんべんに牛
倹,にんべんに㑒
倦,にんべんに卷
健,にんべんに建
健,「すこやか」は中学校で習う読み方です。
券,刀（かたな）に龹
券,2020年に習う学年が変更されました。（五年生で習う漢字→六年生で習う漢字）
剣,りっとうに㑒
喧,口（くちへん）に宣
圏,くにがまえに巻
堅,土（つち）に臤
堅,土（つち）に臣に又
嫌,おんなへんに兼
建,えんにょう・いんにょうに聿
建,「コン」は中学校で習う読み方です。
憲,心（こころ）に𡩜
懸,心（こころ）に縣
懸,「ケ」は高校で習う読み方です。
拳,手（て）に龹
拳,2010年11月30日に常用漢字に追加されました。
捲,てへんに卷
検,木（きへん）に㑒
権,きへんに雚
権,「ゴン」は高校で習う読み方です。
権,「権」は書き順を間違えやすい漢字の一つです。→「権」の書き順（筆順）
牽,牛(うし)に冖に玄
献,犬（いぬ）に南
研,いしへんに开
研,「とぐ」は中学校で習う読み方です。
硯,石（いしへん）に見
絹,糸（いとへん）に肙
絹,「ケン」は高校で習う読み方です。
絹,1989年に習う学年が変更されました。（五年生で習う漢字→六年生で習う漢字）
肩,戸に月
肩,「ケン」は高校で習う読み方です。
見,目に儿
謙,言（ごんべん）に兼
賢,貝（かい・こがい）に臤
軒,くるまへんに干
遣,しんにょう・しんにゅうに𠳋
鍵,かねへんに建
鍵,2010年11月30日に常用漢字に追加されました。
険,こざとへんに㑒
顕,頁（おおがい・いちのかい）に显
験,うまへんに㑒
験,「ゲン」は中学校で習う読み方です。
鹸,鹵（ろ・しお）に㑒
元,元の成り立ちには諸説あり、象形以外の説もあります。
厳,つ・つかんむりに𠪚
厳,「おごそか」は中学校で習う読み方、「ゴン」は高校で習う読み方です。
幻,幺（よう・いとがしら）に𠃌
弦,「つる」は高校で習う読み方です。
弦,弓（ゆみへん）に玄
弦,「絃」の書きかえとして用いられる字。
減,さんずいに咸
源,さんずいに原
現,おうへん・たまへんに見
絃,糸（いとへん）に玄
舷,ふねへんに玄
舷,2010年11月30日に常用漢字に追加されました。
諺,言（ごんべん）に彥
限,こざとへんに艮
個,にんべんに固
古,※「古」の成り立ちには諸説あり、他のもの象形の説、【会意】の説などもあります。
呼,くちへんに乎
固,くにがまえに古
姑,女（おんなへん）に古
孤,こへん・こどもへんに瓜
孤,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
己,「キ」「おのれ」は中学校で習う読み方です。
庫,まだれに車
庫,「ク」は高校で習う読み方です。
弧,弓（ゆみへん）に瓜
弧,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
故,のぶん・ぼくづくりに古
故,「ゆえ」は中学校で習う読み方です。
枯,きへんに古
湖,さんずいに胡
狐,けものへんに瓜
狐,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
糊,米（こめへん）に胡
糊,米（こめへん）に古に月
袴,ころもへんに夸
股,にくづきに殳
股,2010年11月30日に常用漢字に追加されました。
胡,古に月
菰,くさかんむりに孤
菰,くさかんむりに孑に瓜
菰,※瓜の異体字のの画数は5画ですが、ブラウザなど環境によって異なる可能性があるため、当サイトでは構成に「瓜・」を含む漢字は該当箇所は一律6画としております。
虎,虍（とらがしら・とらかんむり・とら）に儿
虎,2003年の「今年の漢字」
誇,言（ごんべん）に夸
跨,足（あしへん）に夸
鈷,金（かねへん）に古
雇,隹（ふるとり）に戸
顧,頁（おおがい・いちのかい）に雇
鼓,壴に支
鼓,「つづみ」は高校で習う読み方です。
伍,にんべんに五
伍,証書・契約書などで改ざんや誤りを防ぐために、「五」の代わりとして用いる場合があります。
吾,口（くち）に五
娯,おんなへんに呉
後,彳（ぎょうにんべん）に幺に夂
後,「おくれる」は中学校で習う読み方です。
御,ぎょうにんべんに卸
御,「馭」「禦」の書きかえとして用いられる字。
悟,りっしんべんに吾
梧,木（きへん）に吾
檎,木（きへん）に禽
瑚,王（おうへん・たまへん）に胡
碁,石（いし）に其
語,言（ごんべん）に吾
誤,言（ごんべん）に吳
護,言（ごんべん）に蒦
護,「護」は書き順を間違えやすい漢字の一つです。→「護」の書き順（筆順）
醐,酉（とりへん）に胡
醐,酉（とりへん）に古に月
乞,乙（おつ）に𠂉
乞,2010年11月30日に常用漢字に追加されました。
鯉,魚（うおへん・さかなへん）に里
交,亠（なべぶた・けいさん・けいさんかんむり）に父
交,「かう」「かわす」は中学校で習う読み方です。
佼,にんべんに交
候,「そうろう」は高校で習う読み方です。
倖,にんべんに幸
公,八（は・はち・はちがしら）に厶
公,1989年に習う学年が変更されました。（三年生で習う漢字→二年生で習う漢字）
功,力（ちから）に工
功,「ク」は高校で習う読み方です。
効,力（ちから）に交
勾,つつみがまえ・くがまえに厶
勾,2010年11月30日に常用漢字に追加されました。
厚,がんだれに㫗
厚,「コウ」は中学校で習う読み方です。
喉,くちへんに侯
喉,2010年11月30日に常用漢字に追加されました。
坑,つちへん・どへんに亢
垢,土（つちへん・どへんに后
好,おんなへんに子
好,1989年に習う学年が変更されました。（六年生で習う漢字→四年生で習う漢字）
孔,こへん・こどもへんに乚
孝,子（こ）に耂
宏,宀（うかんむり）に厷
宏,「広」が書きかえとして用いられる字。
工,※「工」の成り立ちには諸説あり、他のもの象形の説、【指事】の説などもあります。
巧,たくみへんに丂
巷,共に巳
幸,「さち」は中学校で習う読み方です。
幸,※幸の成り立ちには諸説あり、【会意】の説もあります。
広,广（まだれ）に厶
康,まだれに隶
弘,弓（ゆみへん）に厶
恒,りっしんべんに亘
慌,りっしんべんに巟
慌,「コウ」は高校で習う読み方です。
抗,てへんに亢
拘,てへんに句
控,てへんに空
控,「コウ」は高校で習う読み方です。
攻,攵（のぶん・ぼくづくり）に工
昂,日（ひ・にち）に卬
晃,日（ひ・にち）に光
更,「ふける」「ふかす」は高校で習う読み方です。
杭,木（きへん）に亢
校,きへんに交
梗,きへんに更
梗,2010年11月30日に常用漢字に追加されました。
構,木（きへん）に冓
構,木（きへん）に𠀎に冉
江,さんずいに工
洪,さんずいに共
浩,さんずいに告
溝,さんずいに冓
溝,さんずいに𠀎に冉
皇,白（しろ）に王
硬,いしへんに更
稿,禾（のぎへん）に高
糠,米（こめへん）に康
紅,糸（いとへん）に工
紅,「ク」「くれない」は中学校で習う読み方です。
紘,糸（いとへん）に厷
絞,糸（いとへん）に交
絞,「コウ」は高校で習う読み方です。
綱,糸（いとへん）に岡
耕,耒（すきへん・らいすき）に井
考,おいかんむり・おいがしらに丂
肯,止に月
肱,にくづきに厷
腔,にくづきに空
航,ふねへんに亢
航,2020年に習う学年が変更されました。（四年生で習う漢字→五年生で習う漢字）
荒,くさかんむりに巟
行,「アン」は高校で習う読み方です。
講,言（ごんべん）に冓
講,言（ごんべん）に𠀎に冉
貢,貝（かい・こがい）に工
貢,「ク」「みつぐ」は高校で習う読み方です。
購,かいへんに冓
購,かいへんに𠀎に冉
郊,おおざとに交
酵,酉（とりへん）に孝
鉱,かねへんに広
鉱,「礦」の書きかえとして用いられる字。
砿,石（いしへん）に広
鋼,かねへんに岡
鋼,「はがね」は中学校で習う読み方です。
閤,門（もんがまえ・かどがまえ）に合
