漢字,意味
晋,王朝の名。司馬炎が建てた国。西晋。
晋,王朝の名。石敬瑭が建てた国。五代の一つ。
晋,易の六十四卦の一つ。
森,多くの木が茂るさま。
森,物が多く並ぶさま。
森,おごそかなさま。
森,◦国 もり。木が密集したところ。
榛,はしばみ。カバノキ科の落葉低木。
榛,やぶ。雑木や草が群がり生える。
榛,◦国 はり。ハンノキ。カバノキ科の落葉低木。
浸,しみる。水がだんだんとしみこむ。
浸,ひたす。ひたる。つかる。
浸,やや。ようやく。
深,ふかい。底がふかい。おくぶかい。
深,はなはだ。はなはだしい。
深,色が濃い。
深,ふける。夜がふける。
深,◦国 み。ふかい意を添加する接頭語。
申,もうす。のべる。
申,のびる。のばす。まっすぐにする。
申,かさねる。繰り返す。
申,さる。十二支の第九番目。西南西の方角。申の刻は午後四時、および午後四時を中心とした約二時間。月は陰暦七月。動物は猿。
疹,◦一 はしか。
疹,◦一 皮膚に小さな発疹がでる病気。
疹,◦二 やまい。熱病。
真,まこと。本当。
真,正しい。
真,自然のまま。そのままの。本来の。
真,書体の一つ。楷書。
神,かみ。天の神。信仰の対象となるもの。
神,人知の及ばない不思議な力。
神,非常にすぐれたもののたとえ。
神,たましい。こころ。
秦,国の名。始皇帝、嬴政の代に天下統一を果たすも後に漢に滅ぼされる。戦国七雄の一つ。
秦,五胡十六国時代の国の名。前秦。後秦。西秦。
秦,王朝の名。嬴政が天下を統一して建てた王朝。
秦,◦国 はた。帰化した漢民族の子孫にあたえられた姓。
紳,おおおび。高貴の人が礼装に用いる帯。
紳,教養のある人。身分の高い人。
臣,おみ。家来。召し使い。
臣,家来とする。
臣,たみ。一般の人々。
臣,君主に対しての家来の謙称。
臣,◦国 おみ。姓の一つ。八色（やくさ）の姓の第六位。
芯,とうしんぐさ。イグサ科の植物。
芯,しん。中心の部分。
薪,たきぎ。まき。
薪,たきぎをとる。
親,おや。父母。
親,したしい。したしむ。ちかい。仲が良い。
親,みずから。自分で。
親,身内。
親,◦国 おや。もと。中心。
診,みる。病状を調べる。
診,うらなう。夢うらない。
身,み。からだ。からだのうち頭を除いた部分。
身,みき。なかみ。中心。
身,みずから。おのれ。自分。
身,みごもる。はらむ。
身,◦国 肉。
辛,からい。五味の一つ。
辛,つらい。くるしい。
辛,かのと。十干の第八番目。五行では金に当てられる。
辛,◦国 からし。カラシナの種子を原料とする香辛料。
進,すすむ。すすめる。前へ出る。
進,のぼる。段階があがる。
進,差し出す。たてまつる。
進,◦国 じょう。律令制の四等官、職の第三等官。
針,はり。ぬいばり。医療用のはり。
針,細長く先が鋭いもの。
震,ふるう。ふるえる。振動する。
震,おののく。おそれる。
震,かみなり。いかずち。
震,易の八卦の一つ。
震,易の六十四卦の一つ。
人,ひと。人間。
人,他人。
人,ひとがら。
人,たみ。ひとびと。
人,人を数える助数詞。
仁,思いやり。なさけ。したしみ。いつくしみ。
仁,儒教で最も重要とされる徳目。五常の一つ。
仁,徳のある人。
仁,ひと。
仁,さね。果実のたね。
刃,は。やいば。
刃,かたな。はもの。
刃,きる。きりころす。
塵,ちり。ごみ。ほこり。砂ぼこり。
塵,よごれ。けがれ。
塵,俗世間。
壬,みずのえ。十干の第九番目。五行では水に当てられる。
壬,おもねる。へつらう。
尋,長さの単位。周代では八尺。
尋,たずねる。探し求める。といただす。おとずれる。
尋,ついで。
尋,◦国 ひろ。水深などの長さをはかる単位。六尺。
甚,はなはだしい。程度を超す。
甚,はなはだ。非常に。
尽,つきる。なくなる。おわる。
尽,つくす。きわめる。なくす。
尽,ことごとく。全部。すべて。
腎,腎臓。五臓の一つ。
腎,かなめ。大切な部分。
訊,とう。たずねる。問いただす。
訊,おとずれる。
訊,たより。知らせ。音信。
迅,はやい。動きがはやい。
迅,はげしい。
陣,じんだて。戦場での陣の構え方。
陣,つらねる。ならべる。
陣,いくさ。たたかい。
靭,しなやか。やわらかくつよい。
靭,◦国 うつぼ。ゆぎ。矢を入れるための筒。
笥,はこ。け。飯や衣服などを入れる竹や葦で作った四角いはこ。
諏,はかる。相談する。集まって話し合う。
諏,とう。たずねる。
諏,えらぶ。
須,ひげ。あごひげ。
須,まつ。まちうける。
須,もちいる。必要とする。
須,もとめる。ねがう。
須,すべからく～べし。～する必要がある。
須,ごくわずかな時間。
酢,◦一 す。調味料の一つ。
酢,◦一 すい。すっぱい。
酢,◦二 むくいる。客が主人に返杯する。
図,え。えがく。
図,描いたもの。
図,本。書籍。
図,はかる。計画する。
図,はかりごと。
図,◦国 調子。
図,◦国 考え。予想。
厨,くりや。台所。炊事場。
厨,ひつ。はこ。戸棚。
逗,とどまる。とどめる。立ち止まる。
逗,なげる。あたえる。
逗,くぎり。文章の区切り。
吹,◦一 ふく。息を吐く。風がふく。吹奏楽器を鳴らす。
吹,◦二 吹奏楽器。
垂,たれる。たらす。たれ下がる。
垂,しだれる。枝などがたれ下がる。
垂,しめす。つたえる。上の者から下の者へつたえる。後世につたえる。
垂,なんなんとする。今にもそうなろうとする。
垂,辺境。果て。はし。
垂,◦国 たれ。漢字の構成部分の一つ。上側から左下にかけて位置する部分。
帥,ひきいる。したがえる。
帥,かしら。おさ。
帥,◦国 そち。そつ。律令制の四等官、大宰府の長官。
推,おす。おしやる。おし上げる。おしはかる。おしすすめる。
推,うつる。移り変わる。
水,みず。透明の液体。
水,液体。液状のもの。
水,河川や海などの水があるところ。
水,五行の一つ。
水,◦国 相撲で勝負が長引いたとき少し中断し休ませること。
水,◦国 水曜。七曜の一つ。
炊,かしぐ。たく。飯をたく。
睡,ねむる。ねる。
睡,ねむり。ねむること。
粋,まじりけのない。
粋,質が良い。すぐれている。最もよい部分。
粋,◦国 いき。あかぬけている。洗練された。
翠,かわせみ。カワセミ科の鳥。美しく鮮やかな鳥で宝石に例えられる。「翡」は雄、翠は雌を指す。
翠,みどり。青緑色。
衰,みの。同「蓑」
衰,おとろえる。勢いがなくなる。
衰,そぐ。へる。へらす。
衰,喪服の一つ。
遂,とげる。なしとげる。おえる。
遂,すすむ。
遂,ついに。とうとう。かくして。
酔,よう。酒によう。
酔,感覚や意識を失わせる。
酔,心を奪われる。
酔,◦国 乗り物によう。
錐,きり。木に穴をあける工具。
錐,するどい。先端が鋭くとがったもの。
錘,おもり。ふんどう。はかりにさげるおもり。
錘,重さの単位。八銖または、六銖。
錘,◦国 つむ。糸を紡ぐ道具。
随,したがう。つきしたがう。ついていく。
随,まかせる。意のままになる。
随,易の六十四卦の一つ。
瑞,しるし。諸侯にしるしとして与える玉。
瑞,しるし。めでたいしるし。
瑞,めでたい。めでたいこと。
瑞,◦国 みず。みずみずしい。
瑞,◦国 国名。スイス。瑞西の略。
瑞,◦国 国名。スウェーデン。瑞典の略。
髄,骨の中にある組織。
髄,物事の中心部分。
崇,たかい。高く大きい山。
崇,たっとぶ。とうとぶ。あがめる。
崇,おわる。おえる。
嵩,たかい。山がたかい。
嵩,山の名。嵩山。
嵩,◦国 かさ。分量。体積。
嵩,◦国 かさむ。かさばる。
数,◦一 かず。
数,◦一 運命。めぐりあわせ。
数,◦一 六芸の一つ。算術。
数,◦一 暦法。
数,◦一 はかりごと。
数,◦二 かぞえる。計算する。
数,◦二 せめる。罪をとりあげて責める。
数,◦三 しばしば。たびたび。
数,◦四 こまかい。
枢,とぼそ。くるる。戸を開閉させる軸の部分。
枢,かなめ。大事なところ。
趨,はしる。足早に行く。急いで行く。
趨,おもむく。むかう。
趨,うながす。せきたてる。
趨,はやい。すみやか。
雛,ひな。ひよこ。鳥の子。
雛,子供。一人前でない者。
雛,◦国 ひな。ひな人形。
雛,◦国 ひな。名詞に付き小さい・愛らしい意を表す。
据,はたらく。
据,よる。よりどころとする。
据,◦国 すえる。おく。すえおく。
杉,すぎ。樹木のすぎ。スギ科の常緑高木。
椙,すぎ。すぎの木。スギ科の常緑高木。
菅,かるかや。イネ科の多年草。
